Study ID,Location ID,location,final_lat,final_long,date_only,AOD_value
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-21,121.25
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-22,93.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-23,83.6
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-24,84.2
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-25,146.4
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-26,174.83333333333334
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-27,189.16666666666666
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-28,146.83333333333334
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-29,111.33333333333333
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-06-30,134.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-01,167.2
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-02,257.25
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-03,332.3333333333333
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-04,383.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-05,235.75
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-06,189.66666666666666
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-07,119.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-08,86.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-09,63.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-10,78.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-11,106.16666666666667
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-12,156.5
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-13,179.5
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-14,165.66666666666666
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-15,147.25
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-16,101.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-17,78.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-18,75.0
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-19,56.75
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-20,30.8
ZAF124,ZAF124_31,Kempton Park,-26.0964372,28.2336325,2017-07-21,58.333333333333336
