Study ID,Location ID,location,final_lat,final_long,date_only,AOD_value
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-11,326.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-12,49.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-13,51.25
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-14,79.66666666666667
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-15,111.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-16,164.16666666666666
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-17,178.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-18,202.66666666666666
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-19,228.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-20,199.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-21,257.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-22,268.0
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-23,261.4
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-24,221.25
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-25,157.75
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-26,111.75
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-27,76.4
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-28,67.5
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-29,80.83333333333333
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-30,107.66666666666667
ZAF055,ZAF055_7,Siyathemba CHC,-26.6545312,28.607746,2015-05-31,162.33333333333334
