Study ID,Location ID,location,final_lat,final_long,date_only,AOD_value
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-22,150.2
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-23,100.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-24,92.57142857142857
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-25,93.14285714285714
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-26,147.4
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-27,213.25
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-28,192.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-29,148.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-06-30,28.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-01,
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-02,115.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-03,115.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-04,134.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-05,154.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-06,167.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-07,181.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-08,181.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-09,90.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-10,79.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-11,85.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-12,77.66666666666667
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-13,83.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-14,76.75
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-15,103.66666666666667
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-16,180.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-17,180.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-18,219.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-19,
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-20,120.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-21,88.33333333333333
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-22,92.4
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-23,71.33333333333333
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-24,70.75
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-25,92.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-26,111.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-27,139.33333333333334
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-28,127.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-29,150.75
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-30,103.25
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-07-31,101.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-01,161.33333333333334
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-02,148.66666666666666
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-03,124.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-04,80.83333333333333
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-05,81.16666666666667
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-06,66.71428571428571
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-07,64.42857142857143
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-08,80.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-09,101.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-10,137.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-11,
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-12,77.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-13,96.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-14,96.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-15,115.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-16,105.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-17,105.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-18,105.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-19,113.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-20,113.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-21,113.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-22,
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-23,192.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-24,194.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-25,139.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-26,85.66666666666667
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-27,60.142857142857146
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-28,50.6
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-29,51.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-30,
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-08-31,45.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-01,60.75
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-02,53.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-03,70.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-04,65.66666666666667
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-05,122.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-06,
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-07,216.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-08,147.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-09,109.4
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-10,82.75
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-11,53.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-12,295.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-13,217.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-14,217.5
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-15,99.0
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-16,55.25
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-17,72.66666666666667
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-18,69.75
ZAF124,ZAF124_44,Oakdale,-33.8913889,18.6363889,2017-09-19,96.5
