Study ID,Location ID,location,final_lat,final_long,date_only,AOD_value
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-05-29,227.2
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-05-30,225.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-05-31,240.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-01,220.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-02,127.8
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-03,109.33333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-04,75.66666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-05,81.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-06,47.4
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-07,90.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-08,92.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-09,121.33333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-10,96.66666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-11,70.75
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-12,81.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-13,123.33333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-14,141.8
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-15,139.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-16,49.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-17,78.66666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-18,93.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-19,176.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-20,260.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-21,260.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-22,300.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-23,126.33333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-24,134.4
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-25,85.16666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-26,94.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-27,52.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-28,55.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-29,44.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-06-30,70.16666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-01,85.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-02,135.83333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-03,155.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-04,189.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-05,165.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-06,163.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-07,134.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-08,184.75
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-09,204.75
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-10,162.16666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-11,148.4
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-12,141.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-13,213.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-14,124.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-15,69.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-16,33.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-17,29.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-18,40.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-19,70.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-20,85.33333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-21,117.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-22,128.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-23,168.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-24,178.8
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-25,187.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-26,148.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-27,120.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-28,93.2
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-29,156.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-30,181.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-07-31,183.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-01,122.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-02,131.8
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-03,153.4
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-04,215.75
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-05,212.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-06,221.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-07,178.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-08,201.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-09,112.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-10,103.16666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-11,49.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-12,88.16666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-13,92.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-14,144.16666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-15,170.83333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-16,252.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-17,259.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-18,227.8
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-19,157.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-20,153.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-21,173.4
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-22,180.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-23,236.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-24,226.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-25,245.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-26,283.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-27,334.75
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-28,294.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-29,269.6666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-30,221.83333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-08-31,217.16666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-01,180.16666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-02,166.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-03,142.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-04,132.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-05,127.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-06,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-07,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-08,195.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-09,161.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-10,160.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-11,151.33333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-12,277.6666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-13,337.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-14,505.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-15,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-16,87.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-17,188.33333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-18,185.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-19,224.83333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-20,240.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-21,356.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-22,319.75
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-23,216.4
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-24,94.83333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-25,76.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-26,114.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-27,204.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-28,168.6
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-29,130.8
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-09-30,64.83333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-01,77.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-02,114.83333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-03,134.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-04,215.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-05,261.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-06,240.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-07,201.33333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-08,135.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-09,202.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-10,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-11,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-12,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-13,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-14,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-15,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-16,205.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-17,126.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-18,156.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-19,132.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-20,192.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-21,253.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-22,253.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-23,340.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-24,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-25,498.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-26,498.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-27,498.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-28,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-29,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-30,103.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-10-31,103.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-01,202.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-02,213.33333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-03,232.75
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-04,153.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-05,179.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-06,208.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-07,271.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-08,378.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-09,289.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-10,188.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-11,188.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-12,229.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-13,370.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-14,370.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-15,230.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-16,195.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-17,203.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-18,192.33333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-19,247.66666666666666
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-20,261.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-21,327.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-22,366.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-23,366.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-24,366.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-25,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-26,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-27,175.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-28,224.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-29,318.3333333333333
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-11-30,390.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-01,507.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-02,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-03,274.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-04,220.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-05,220.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-06,222.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-07,278.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-08,203.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-09,128.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-10,128.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-11,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-12,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-13,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-14,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-15,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-16,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-17,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-18,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-19,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-20,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-21,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-22,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-23,394.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-24,371.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-25,381.6666666666667
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-26,375.5
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-27,403.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-28,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-29,312.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-30,312.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2012-12-31,312.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2013-01-01,
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2013-01-02,492.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2013-01-03,251.33333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2013-01-04,251.33333333333334
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2013-01-05,131.0
ZAF055,ZAF055_6,Phola CHC,-26.0081,29.0354,2013-01-06,
